,movie_index,code,mbti,title,subtitle,genre,story,image,pubDate,director,actors,rating,rtime
1562,1310,10519,ESFJ ESTJ ENTP ISFJ ISTP ISTJ INTP INTJ ,붉은 10월,The Hunt For Red October,액션 모험 스릴러,"{1984년 11월, 고르바쵸프(Gorbachev)가 집권하기 직전, 한 소련 잠수함이 그랜드 뱅크(The Grand Banks) 남쪽에 나타났다가 원자로 사고가 원인이었든 듯 다시 깊은 바다 속으로 가라앉고 말았다. 미확인 보고에 의하면 일부 승무원들은 구조되었다고 한다. 그러나 미국과 소련은 성명을 거듭 발표하여 이제 시작될 이 영화의 내용과 같은 사건은 절대 없었다고 주장했다.}  시베리아에서 부는 찬 바람이 매섭게 스치는 소련의 잠수함 기지(Soyiet Sub Base) 북쪽 무르만스크항(Murmansk) 근처의 폴리자르니 해협(Polijarny Inlet). 최신 핵잠수함 '붉은 10월'가 해저 훈련을 떠난다. 이 잠수함에 새로 설치된 소음 제거 장치의 실험을 위해 시험용으로 발진한 것이다. 그러나 이것을 속임수일 뿐이고, 사실은 함장 라미우스(Marin Ramius: 숀 코넬리 분)와 부함장이 미국으로 망명하기 위한 구실이었다.  초고속으로 해저 항진을 해도 아무 소리가 들리지 않는 가공할 만한 잠수함이 갑자기 항로에서 실종되자 소련과 미국에서 비상사태가 시작된다. 소련의 모스크바 정부에서는 붉은 10월을 폭파하기 위해 전함대를 동원하고, 미국의 워싱턴 정부는 이 잠수함이 핵탄두를 실은 채 미국 전역을 강타하려는 것이 아닌가 하는 불안에 사로잡혀 추격 명령을 내린다. 이제 미.소의 추격전 속에서도 붉은 10월은 미국 동부해안으로 항진을 계속한다. 해저와 해상에서 최신 병기가 동원되고, 숨막히는 숨바꼭질이 이어진다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0105/A0519-01.jpg,1990,존 맥티어난,"['숀 코네리', '알렉 볼드윈']",8.69,135분 
1563,1311,14934,ESFJ ESTP ENFP ISFJ ISTP ISTJ INFP INTJ ,아저씨는 못말려,Uncle Buck,코미디,말썽꾸러기 세 조카를 돌봐주기 위해 온 벅 삼촌. 더욱 큰 소동을 일으키는 삼촌의 괴짜 행동으로 조카들이 오히려 골치아파한다.,https://ssl.pstatic.net/imgmovie/mdi/mit110/0149/A4934-01.jpg,1989,존 휴즈,['존 캔디'],7.8,100분 
1565,1314,56232,ESFJ ,어웨이크,Awake,범죄 스릴러 미스터리,"뉴욕 경제의 중심에 있는 젊은 백만장자. 심장을 이식을 받아야만 살 수 있는 ‘클레이’는 어머니가 반대하는 아름다운 여인 ‘샘’과의 결혼을 감행하고, 자신의 친구 ‘잭’에게 심장 이식 수술을 받을 것을 결심한다. 어머니 몰래 꿈만 같던 결혼식을 끝낸 저녁, 기적같이 심장 이식 수술을 받게 된 그는 수술도중 ‘마취중 각성’을 겪게 되고, 이로 인해 모든 신경과 의식이 깨어나 끔찍한 고통 속에서 충격적인 음모에 대해 알게 되는데…",https://ssl.pstatic.net/imgmovie/mdi/mit110/0562/E6232-00.jpg,2007,조비 해롤드,"['헤이든 크리스텐슨', '제시카 알바', '레나 올린']",7.02,84분 
1567,1316,65970,ESFJ ESTP ESTJ ISFP ISFJ ,사랑하는 애너벨,Loving Annabelle,미국,"카톨릭 여자고등학교 여선생과 여학생과의 사랑 이야기.  <사랑하는 애너벨>은 여학생 애너벨(에린 켈리)과 사랑에 빠지게 되는 카톨릭 기숙사 학교 교사 사이먼 브래들리(다이안 게드리)에 관한 논쟁적인 이야기다. 사이먼은 성 테레사 기숙사 학교에서 평화와 안정을 찾으려는 우수한 젊은 교사이자 시인이다. 애너벨은 카리스마 있고 매력적인 신입생으로, 반항적인 행동으로 학교의 관리대상이 된다. 엄격한 교장선생님(일레인 그라프)은 애너벨이 다른 학생들에게도 영향을 끼칠 것을 두려워하여, 사이먼에게 애너벨을 주의하라고 시킨다. 그러나 이내 사이먼은 현실의 문제가 애너벨의 행동이 아니라, 둘 사이에 커져가는 감정이라는 것을 알게 된다.  독일 고전 영화 <제복의 처녀 Maedchen in Uniform>(1931)에서 영감을 받은, 캐서린 브룩스 감독의 <사랑하는 애너벨>은 오늘날까지 논쟁이 계속되고 있는 이 ‘금지된 사랑’ 이야기를 현대적 방식으로 이야기 하고 있다. <사랑하는 애너벨>에서는 신시아 푸",https://ssl.pstatic.net/imgmovie/mdi/mit110/0659/F5970-01.jpg,2006,캐서린 브룩스,"['다이안 게이드리', '에린 켈리']",8.08,None
1568,1319,15275,ESFJ INFP ,사랑시대,Some Kind Of Wonderful,미국,"아만다(Amanda Jones: 리 톰슨 분)를 사모하는 케이스(Keith Nelson: 에릭 스톨츠 분)은, 아만다가 애인과 다투는 걸 보고서, 그녀에게 다가가려 하지만 어찌할 줄 모르는 풋나기이다. 케이스의 여자친구인 워티(Watts: 매리 스튜어트 매스터슨 분)는 여자에게 접근하는 법을 그에게 가르쳐주나, 케이스의 첫 키스가 아만다에게 바쳐지는걸 지켜보며 가슴 아파한다. ""모험을 하지 않으면 얻는 것도 없다""라고 케이스에게 충고했던 워티는, 이제 케이스을 사랑하기 때문에 스스로 모험을 해야한다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0152/A5275-01.jpg,1987,하워드 도이치,"['에릭 스톨츠', '매리 스튜어트 매스터슨', '리 톰슨']",7.5,None
1569,1322,200183,ESFJ ESTP ESTJ ENFP ISFJ INTP ,"구라, 베토벤","Fake, Beethoven",한국,"어렸을 때 부터 욱해도 소심해서 표현도 못하던 서정우 감독 캐릭터. 욱해도 표현도 못하고 혼자 상상으로만 분노하고 그랬던 서정우 감독. 하지만 현재는.. “내가 아직도 옛날에 찌질 했던 그 놈 인줄 아냐?” 각본 감독한 영화마다 늘 흥행했고 젊은 여배우 출신부인과 결혼하여 모든 것을 갖춘 봉수 감독. 그의 조감독으로 시작하여 영화 인생이 바뀌는 서정우 감독. 하늘처럼 믿고 따르는 선배이자 스승인 봉수 감독을 무한 신뢰하는 서정우.  어느 날 마음속 이상형으로 생각했던, 영화 한편 주인공 하고 영화계에서 완전히 사라졌던 그 여배우가 봉수 감독의 부인인 것을 알고 놀란다. 그런데 어렸을 때 부터 모든 것을 마음속으로만 상상하고 말았던 그가 이번엔 이상형인 봉수 부인을 만나고 마음속으로 여전히 흠모하고 있다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/2001/200183_P13_173107.jpg,2020,봉수,"['송동환', '김누리', '봉수']",8.39,"
 2021
.02.25 개봉
						
						
					
					"
1570,1322,164951,ESFJ ESTP ESTJ ENFP ISFJ INTP ,댄싱 베토벤,Dancing Beethoven,다큐멘터리,"가장 웅장하고 강렬한 베토벤 교향곡 제9번, 합창.  스위스 베자르 발레 로잔은 모리스 베자르의 안무로  베토벤 합창 교향곡을 무대에 올리기 위해 전세계 아티스트들과 협업한다.   스위스 베자르 발레 로잔, 일본의 도쿄 발레단, 주빈 메타의 이스라엘 필하모닉 오케스트라까지.  불가능할 것 같았던 공연으로 탄생하는 베토벤의 ‘합창’이 눈 앞에 펼쳐진다!    제61회 바야돌리드국제영화제 Valladolid International Film Festival  (2016) 제19회 쿠엥카스페인시네마위크 Cuenca's Spanish Cinema Week (2016) 제12회 도미니카공화국국제영화제 Dominican Republic Global Cinema Film Festival (2017) 제45회 댄스온카메라 Dance on Camera Festival (2017) 제20회 상하이국제영화제 Shanghai International Film Festival? (2017)",https://ssl.pstatic.net/imgmovie/mdi/mit110/1649/164951_P06_142331.jpg,2016,아란차 아기레,"['주빈 메타', '오스카 차콘', '줄리앙 파브로', '길 로먼', '말리야 로먼']",7.63,83분 
1571,1322,120075,ESFJ ESTP ESTJ ENFP ISFJ INTP ,"씨, 베토벤","See, Beethoven",드라마,"무더운 여름날 대학가 근처의 어느 카페, 세 명의 여고동창생이 만난다. 커피, 담배, 사랑… 그녀들의 수다는 한참 이어지지만 그 누구도 쉽게 속내를 드러내지 못한다. 친구의 죽음이 자신의 탓이라 생각하며 괴로워하는 하진, 자유연애주의자이지만 양다리가 발각되어 솔로 생활 중인 성은, 유부남과의 연애로 고민 중인 영. 인생의 무게는 좀처럼 가벼워지지 않지만 수다를 멈출 수 없는 삼십 대 세 여자. 그녀들에게 이 하루의 만남은 어떤 의미가 될까?",https://ssl.pstatic.net/imgmovie/mdi/mit110/1200/120075_P12_164707.jpg,2014,민복기,"['김소진', '공상아', '오유진', '김중기']",8.06,90분 
1572,1324,68946,ESFJ ENFJ ISFJ ,내겐 너무 사랑스러운 그녀,Lars And The Real Girl,코미디 드라마,"남에 대한 배려가 깊고 착한 심성의 ‘라스’(라이언 고슬링). 결혼한 형의 바로 옆집에 살고 있는 그는 너무나도 수줍음이 많은 청년이다. 직장에서 관심을 보이는 여자 동료의 호의도 모른척하고, 매번 식사에 초대하는 형수도 부담스러워 어떻게든 피하는 데에만 급급한 대표 소심남.  그러던 어느 날, 그가 여자친구를 소개하겠다고 하자 외롭게 사는 그가 안쓰럽기만 했던 형과 형수는 뛸 듯이 기뻐하며 라스와 여자친구를 저녁식사에 초대한다. 그런데 숫기 없는 그가 조심스럽게 소개한 여자친구 ‘비앙카’는 다름 아닌 리얼 돌(Real doll)!!  너무 놀라 말을 잇지 못하는 형 부부에게 첫 여자친구 소개를 무사히(?) 마친 라스는 그 날 이후 비앙카를 교회와 직장 파티에 데려가고, 어릴 적 즐겨 놀던 호숫가에도 함께 가는 등 본격적으로 데이트를 시작하는데…  주변 사람들에게는 당황스러운, 하지만 라스에게만은 너무 사랑스러운 그녀 ‘비앙카’. 과연 엉뚱 기발한 라스의 첫 연애는 성공할 수 있을까??",https://ssl.pstatic.net/imgmovie/mdi/mit110/0689/F8946-00.jpg,2007,크레이그 질레스피,"['라이언 고슬링', '에밀리 모티머']",8.14,106분 
1573,1325,10327,ESFJ ESTJ ENFJ ISFP ISFJ INTJ ,살아있는 시체들의 밤,Night Of The Living Dead,코미디 드라마,"남에 대한 배려가 깊고 착한 심성의 ‘라스’(라이언 고슬링). 결혼한 형의 바로 옆집에 살고 있는 그는 너무나도 수줍음이 많은 청년이다. 직장에서 관심을 보이는 여자 동료의 호의도 모른척하고, 매번 식사에 초대하는 형수도 부담스러워 어떻게든 피하는 데에만 급급한 대표 소심남.  그러던 어느 날, 그가 여자친구를 소개하겠다고 하자 외롭게 사는 그가 안쓰럽기만 했던 형과 형수는 뛸 듯이 기뻐하며 라스와 여자친구를 저녁식사에 초대한다. 그런데 숫기 없는 그가 조심스럽게 소개한 여자친구 ‘비앙카’는 다름 아닌 리얼 돌(Real doll)!!  너무 놀라 말을 잇지 못하는 형 부부에게 첫 여자친구 소개를 무사히(?) 마친 라스는 그 날 이후 비앙카를 교회와 직장 파티에 데려가고, 어릴 적 즐겨 놀던 호숫가에도 함께 가는 등 본격적으로 데이트를 시작하는데…  주변 사람들에게는 당황스러운, 하지만 라스에게만은 너무 사랑스러운 그녀 ‘비앙카’. 과연 엉뚱 기발한 라스의 첫 연애는 성공할 수 있을까??",https://ssl.pstatic.net/imgmovie/mdi/mit110/0103/A0327-00.jpg,1968,조지 로메로,"['두안 존스', '주디스 오디', '칼 하드먼', '마릴린 이스트만']",8.17,106분 
1574,1326,30226,ESFJ ENFP INFP ,해롤드와 모드,Harold And Maude,코미디 드라마,"우아한 귀족 가문의 외아들 해롤드는 틈만 나면 자살을 연기하는 특이한 취미를 갖고 있다. 어른들은 그런 해롤드를 걱정하지만 해롤드는 모든 것이 우울하고 지루할 뿐이다. 그러던 어느 날 해롤드는 과속이 취미인 독특한 할머니 모드와 우연히 만난다. 의외로 마음이 잘 맞는 두 사람은 이곳저곳을 함께 돌아다니며 사고를 일으키고, 그러면서 묘한 교감을 나눈다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0302/C0226-01.jpg,1971,할 애쉬비,"['루스 고든', '버드 코트']",8.88,91분 
1576,1328,15254,ESFJ ESTP ENFP ENFJ ISTP INFP ,알카트라즈 탈출,Escape From Alcatraz,범죄 드라마,"?1960년, 샌프란시스코. 중죄수들만 수감하는 샌프란시스코만 바로 앞의 작은섬 알카트래즈 연방 교도소. 냉철하고 이지적인 죄수 모리스는 입소 첫날부터 탈옥할 생각을 하지만 악마같이 집요한 소장의 표현대로 아직 한번도 탈옥에 성공한 예가 없는 교도소답게 허점이 보이지 않는다. 그러나 모리스는 감방 건물이 낡고 바다의 염분 습기 때문에 시멘트와 철근이 많이 삭았다는 점에 착안하고 환기통을 뚫고 천정을 통해서 탈출할 계획을 세오는데.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0152/A5254-01.jpg,1979,돈 시겔,['클린트 이스트우드'],8.69,112분 
1579,1333,19640,ESFJ ESTP ENFJ ISFP ISFJ ISTJ ,스탠드 업,Stand And Deliver,드라마 코미디,"하이메 선생은 가필드 고등학교에 교사로 부임해 가지만, 이 학교는 가난한 동네인데다가 불량스런 스페인 계통의 학생들이 주로 다니는 곳. 학교측도 이 문제를 고심하고 있으나 뾰족한 수가 없는 상태. 그러한 학생들에게 하이메 선생은 희망을 심어주고, 야단도 쳐가며 공부를 시켜 급기야 대학에 진할할 수 있는 상급 배치고사를 보게 하려고 하지만 학교측의 반대에 부딪히게 된다. 그러나 이에 굴하지 않고 수업을 연장해 가면서 방학동안에도 아이들을 가르치는 열성을 보이는데, 드디어 시험을 치루게 되고 결과만 기다리던 중 그들에게 다가온 소식은 합격이 아닌 시험 무효라는 충격적 결과를 접한다. 평가위원회측 주장은 전원이 합격이지만 오답까지 비슷하다는 이유로 이를 무효화 시키로 재시험을 치루라는 것인데.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0196/A9640-01.jpg,1988,라몬 메넨데즈,"['에드워드 제임스 올모스', '에스텔 해리스', '마크 페런', '버지니아 페리스', '마크 엘리엇', '아델라이다 알바레즈']",8.7,102분 
1580,1334,10645,ESFJ ESTP INFP INFJ INTJ ,트윈스,Twins,액션 코미디 SF,"정부의 유전공학 연구소 실험의 일환으로 여섯명의 뛰어난 사나이를 아버지로 선정 인공 수정을 실시, 줄리어스 베네딕트와 빈센트 베네딕트 쌍둥이가 탄생한다. 줄리어드는 과학자와 외딴 섬에서 세상과 단절된 채 살아가고, 빈센트는 고아로 불량하게 성장한다. 노과학자 워너에게 쌍둥이 동생이 있다는 이 말을 들은 줄리어드는 빈센트를 찾아 세상으로 나오면서 재미있는 일들어 벌어진다. 줄리어스는 LA에 있는 고아원에서 빈센트가 교도소에나 있을 것이라는 이야기를 듣고 찾아가는데 정말로 빈센트는 교도소에 있었다. 보석금으로 풀려나온 빈센트는 너무나 판이하게 다른 외모와 성격 때문에 쌍동이라는 말을 믿지 않고 많은 빚을 갚기위해 그를 속여 자동차를 훔치지만 점차 쌍동이일지도 모른다는 의심을 품게 된다. 두 사람은 유전자 실험을 했던 연구소를 찾은 끝에 죽은 줄 알았던 생모의 주소를 알아낸다. 그런데 빈센트는 자신이 훔친 차에서 500만 달러에 계약되어있는 최신예 개발품인 제트 추진 엔진이 있음을 알게 된다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0106/A0645-00.jpg,1988,이반 라이트만,"['아놀드 슈왈제네거', '대니 드비토', '켈리 프레스톤', '클로이 웹', '보니 바틀렛']",8.25,107분 
1581,1334,12732,ESFJ ESTP INFP INFJ INTJ ,대드링거,Dead Ringers,액션 코미디 SF,"정부의 유전공학 연구소 실험의 일환으로 여섯명의 뛰어난 사나이를 아버지로 선정 인공 수정을 실시, 줄리어스 베네딕트와 빈센트 베네딕트 쌍둥이가 탄생한다. 줄리어드는 과학자와 외딴 섬에서 세상과 단절된 채 살아가고, 빈센트는 고아로 불량하게 성장한다. 노과학자 워너에게 쌍둥이 동생이 있다는 이 말을 들은 줄리어드는 빈센트를 찾아 세상으로 나오면서 재미있는 일들어 벌어진다. 줄리어스는 LA에 있는 고아원에서 빈센트가 교도소에나 있을 것이라는 이야기를 듣고 찾아가는데 정말로 빈센트는 교도소에 있었다. 보석금으로 풀려나온 빈센트는 너무나 판이하게 다른 외모와 성격 때문에 쌍동이라는 말을 믿지 않고 많은 빚을 갚기위해 그를 속여 자동차를 훔치지만 점차 쌍동이일지도 모른다는 의심을 품게 된다. 두 사람은 유전자 실험을 했던 연구소를 찾은 끝에 죽은 줄 알았던 생모의 주소를 알아낸다. 그런데 빈센트는 자신이 훔친 차에서 500만 달러에 계약되어있는 최신예 개발품인 제트 추진 엔진이 있음을 알게 된다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0127/A2732-00.jpg,1988,데이비드 크로넨버그,"['제레미 아이언스', '주느비에브 뷔졸드']",7.4,107분 
1583,1336,15870,ESFJ ESTP ESTJ ENFP ENFJ ISFJ ISTP INFJ ,전자 오락의 마법사,The Wizard,코미디 가족 모험 드라마,"코리(Corey: 프레드 세비지 분)는 외롭다. 아버지 샘(Sam: 뷰 브리지스 분)은 의붓 어머니 크리스틴(Christine: 웬디 필립스 분)과 이혼했고 형 닉(Nick: 크리스찬 슬레이터 분)은 반항아이며 동생 코리에겐 관심도 없다. 배다른 동생 지미(Jimmy Woods/The Wizard: 루크 에드워즈 분)는 자폐증상이 있는 소년으로 사실상 대화가 없다. 샘과 닉에 화가난 코리는 우연히 지미가 전자오락 게임에 천재적 소질이 있음을 알게되고, 전미 비디오 게임 경연대회에 그를 출전시키기 위해 LA로 향하는데. 두 소년은 도중에 만난 예쁘고 당찬 할리(Haley: 제니 루이스 분)와 함께 가출한 어린이들을 잡아 상금을 타내는 사람들에게 쫓기며 삭막한 현실과 직면하게 된다. 한편, 샘은 닉의 설득으로 가족들을 위하여 닉과 함께 아이들을 찾아나서고.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0158/15870_P04_090326.jpg,1989,토드 홀랜드,"['보 브리지스', '프레드 세비지', '크리스찬 슬레이터']",8.89,96분 
1584,1337,11307,ESFJ ESTP ISTP ,보디가드,The Bodyguard,멜로/로맨스 드라마,"“절대 그녀에게서 눈을 떼지 말 것” “절대 경호를 풀지 말 것” “절대 사랑에 빠지지 말 것”  전직 대통령을 경호했던 보디가드(케빈 코스트너)와  세계적인 톱스타 여가수(휘트니 휴스턴)의 이뤄질 수 없는  운명적인 사랑을 그린 모두의 인생 로맨스",https://ssl.pstatic.net/imgmovie/mdi/mit110/0113/11307_P36_140001.jpg,1992,믹 잭슨,"['케빈 코스트너', '휘트니 휴스턴']",9.09,129분 
1585,1340,18219,ESFJ ENFP ENFJ ISFP INFJ ,엠마,Emma,코미디 멜로/로맨스,"1810년대 영국 하이베리의 작은 마을. 23살의 예쁘고 영리한 아가씨 엠마 우드하우스(기네스 펠트로우 분)는 '세상에서 가장 멋진 일은 아주 잘 어울리는 커플을 만들어내는 것'이라는 확고한 믿음을 가지고 있었다. 가정교사 테일러양을 이웃의 웨스턴씨와 중매하고 그들이 결혼에 골인하자 기세등등해진 엠마. 그녀는 다음 목표로 사회적으로 약간 미성숙한 아가씨 해리엇을 지목한다. 해리엇과 어울리는 파트너를 찾기위해 동부서주하는 엠마. 그런데 농부 로버트 마틴이 해리엇의 뒤를 졸졸 따라 다니는 것이다. 설상가상으로 해리엇까지 마틴에게 관심이 있는 눈치. 엠마는 마틴과 사귀지 말라는 따끔한 충고를 잊지않는다. 해리엇을 위한 '적당한' 남편감을 찾던 중 엠마의 눈에 젊은 교구목사인 엘튼씨가 들어온다. 해리엇과 엘튼이라는 새로운 커플의 탄생은 노련한 중매쟁이 엠마에게 있어서 이제 시간문제 일뿐이다. 하지만 엠마의 친절을 오해한 엘튼씨는 엠마에게 청혼하고, 엠마는 생각지도 못한 상황으로 인해 난처한 상황에 처하게 된다. 엠마의 곁에서 늘 그녀를 지켜보던 나이트리씨(제레미 노덤 분)는 엠마의 행동이 다른 사람의 마음을 아프게 할 수 있다고 충고한다. 실의에 빠진 엠마. 한편 마을의 수다쟁이들이 모여 정작 본인은 결혼할 생각을 하지 않는 엠마에 대한 궁금증과 호기심을 토로하고 있었다. 엠마는 자신에게도 사랑할 사람이 필요하다고 느끼게 된다. 그런 엠마앞에 프랭크 처칠(이완 맥그리거 분)이라는 멋진 청년이 나타나지만 그는 세상이 다아는 바람둥이였다.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0182/A8219-00.jpg,1996,더글러스 맥그라스,"['기네스 팰트로', '토니 콜렛', '알란 커밍', '이완 맥그리거', '제레미 노덤', '그레타 스카치', '줄리엣 스티븐슨', '폴리 워커']",7.39,120분 
1586,1342,29775,ESFJ ENFP ISTP INFJ ,베가 번스의 전설,The Legend Of Bagger Vance,드라마 멜로/로맨스,"1930년대 미국 남부 도시 사바나, 백만장자의 외동딸 아델(Adele Invergordon: 샤를리즈 테론 분)과 사바나의 골프 영웅 래널프 주너(Rannulph Junuh: 맷 데이먼 분)는 약혼한 연인 사이로 서로의 사랑을 확인하며 행복에 젖어있다. 그러던 중 1차 세계 대전이 발발하고 주너는 전쟁에 참전해야 하는 운명에 놓이게 된다. 전장의 포화 속에서 삶과 죽음의 경계선을 넘나드는 정신적 황폐감을 경험한 주너는 귀국한 후에도 아델과의 사랑도 포기한 채, 술과 도박으로 세월을 보내게 된다.  아델은 사랑하는 약혼자의 타락과 무력감에 상심하고, 아버지의 사망으로 더욱 힘들어 지지만 현실의 아픔을 딛고 아버지의 평생 유업이었던 골프장을 재건하는데 혼신의 노력을 기울인다. 골프장 홍보를 위해 당대 최고의 프로 골퍼들인 월터 하겐(Walter Hagen: 브루스 맥길 분)과 바비 존스(Bobby Jones: 조엘 그레치 분)을 사바나로 초청하여 1대1 대결 골프 대회를 개최하기로 결심한다. 하지만 사바나 출신 선수도 출전 시켜야 한다는 여론에 따라 아델은 오랫동안 소식이 없던, 하지만 아직도 마음에 사랑의 감정을 가지고 있는 옛연인 주너를 찾아내 대회에 출전할 것을 설득한다.  그러던 어느날 아델에 대한 애정은 물론 현실과 이상에서 혼란해 하던 주너 앞에 베가 번스(Bagger Vance: 윌 스미스 분)라는 수수께끼의 남자가 나타난다. 베가번스는 오랜 시간의 방황으로 삶의 의욕과 사랑을 잃어버린 주너에게 힘과 용기를 심어주고, 모든 것은 자연과 정신의 조화에 달렸다며 자신만의 고유한 스윙을 찾아볼 것을 주너에게 조언하고 어딘론가 사라져 버린다. 드디어 대회가 시작되고, 주너와 아델은 운명적인 사랑은?",https://ssl.pstatic.net/imgmovie/mdi/mit110/0297/B9775-00.jpg,2000,로버트 레드포드,"['윌 스미스', '맷 데이먼', '샤를리즈 테론', '브루스 맥길', '조엘 그레취', '레인 스미스', '하브 프레스넬']",7.92,127분 
1587,1343,35573,ESFJ ,스위트 알라바마,Sweet Home Alabama,멜로/로맨스 코미디 드라마,"{""여기 있으면 안전해, 번개는 절대로 같은 곳에 두번 떨어지지 않는대. 넌 왜 나랑 그렇게 결혼하고 싶어하는 거야? 그럼 키스하고 싶을 때 마음대로 할 수 있잖아.}  최근 뉴욕을 들썩이게 만든 새로운 패션 아이콘 멜라니 카마이클(리즈 위더스푼). 패션 디자이너로 승승장구하고 있는 멜라니의 첫번째 패션쇼가 대성공을 이루던날 밤, 그녀는 뉴욕 최고의 신랑감으로 꼽히는 뉴욕 시장의 아들 앤드류(패트릭 뎀시)의 손에 이끌려 전등이 꺼진, 그래서 어딘지 분간할 수 없는 곳으로 이끌려간다. 그곳은 바로 온갖 다이아몬드 광채로 가득한 뉴욕 티파니 매장! 오직 그녀만을 위해 특별개장한 티파니에서 꿈에서조차 상상하지 못했던 환상적인 프로포즈를 받은 멜라니는 단번에 “Yes""를 하지 못하는데... 다음날, 세상 부러울 것이 없어보이는 그녀는 알라바마의 피죤 크리크로 달려간다. “결혼에 앞서 먼저 결론지어야 할” 중대사(?!)가 있기 때문이다. 7년 동안 별거중인 그녀의 남편 제이크(조쉬 루카스)에게 다급한 마음으로 이혼서류를 내미는 멜라니. 하지만 냉담하기만 한 제이크는 오히려 두 사람이 처음 만나 첫 키스를 나누었던 열 살 시절의 추억을 되살리면서 멜라니의 마음을 돌려놓으려는 것이 아닌가!  제이크가 이혼서류에 서명을 하지 않을 경우 앤드류와 결혼할 수 없는 운명에 처하게 되는 멜라니는 협박과 애원 작전을 펼치지만 제이크는 느긋하기만 한데... 한편 어머니(케이트-캔디스 버겐)의 완강한 반대에도 불구하고 아일랜드 여행일정과 결혼날짜 그리고 호화로운 호텔 예식장까지 예약한 앤드류는 깜짝쇼를 준비하고 멜라니의 고향에 달려가는데.",https://ssl.pstatic.net/imgmovie/mdi/mit110/0355/C5573-00.jpg,2002,앤디 테넌트,"['리즈 위더스푼', '조쉬 루카스']",6.25,109분 
1588,1346,67596,ESFJ ESTP ESTJ ENTP ISFJ INFP INFJ ,노생거 사원,Northanger Abbey,드라마 멜로/로맨스,"한번도 집을 떠나본 적 없는 열일곱 살의 여주인공 캐서린 몰란드가  처음으로 여행을 떠나, 바스와 노생거 사원에 머물면서 겪게 되는 사랑의 모험과 낭만적인 상상을 통해 그 시대의 사회상을 유쾌하게 풍자한 작품이다.  <오만과 편견>으로 잘 알려진 제인 오스틴의 다섯 번째 작품으로, 그녀 특유의 아이러니와 유머, 특히 그 시대 문학가들에 대한 신랄한 풍자가 곁들여진 <노생거 사원>은 젊은이들의 사랑과 결혼, 재산을 추구해나가는 과정이 흥미롭게 전개되고 있다. 제인 오스틴의 여섯 작품 중에서 유일하게 '고딕 문학'에 해당하는 작품이지만 신비가 감도는 정적, 그 침묵의 세계를 봄날 같은 따뜻함과 문학적 상상력으로 접근해 인간 이성의 위대한 능력을 보여주고, 인간 본성에 대한 심오한 지식을 다양한 표현기법을 사용해 자유자재로 구사하면서, 이 작품에서도 작가의 천재성을 유감없이 발휘하고 있다. (okggabang@naver.com)",https://ssl.pstatic.net/imgmovie/mdi/mit110/0675/F7596-01.jpg,2007,존 존스,"['펠리시티 존스', 'JJ 페일드']",8.12,"
영국
"
